dates,distance,parcel_size,parcel_weights,traffic_levels,weather_conditions,sequence_in_delivery,delivery_time_window
2024-09-05,81.4,small,18.42,low,sunny,69.0,afternoon
2024-01-20,99.0,large,43.42,medium,rainy,25.0,morning
2024-07-14,94.04,medium,34.57,low,rainy,81.0,afternoon
2023-12-19,83.76,medium,37.07,high,sunny,14.0,morning
2023-11-03,63.29,large,24.06,low,rainy,17.0,morning
2024-08-12,28.54,large,45.65,medium,sunny,26.0,afternoon
2023-11-04,65.79,large,7.82,low,foggy,87.0,afternoon
2024-04-16,69.86,large,6.43,medium,sunny,9.0,morning
2024-08-10,28.87,large,16.23,medium,sunny,24.0,morning
2024-08-31,26.28,medium,5.38,low,rainy,58.0,morning
2024-07-10,40.3,large,15.43,low,sunny,32.0,morning
2024-05-06,64.47,small,28.56,low,rainy,43.0,morning
2023-10-28,30.01,small,20.52,low,sunny,14.0,morning
2023-10-01,56.01,medium,22.13,low,sunny,99.0,afternoon
2023-12-06,90.02,large,8.5,low,rainy,38.0,morning
2024-04-06,30.21,medium,22.54,low,rainy,54.0,morning
2024-05-10,96.63,medium,46.09,low,rainy,63.0,afternoon
2024-01-06,47.86,large,3.62,low,sunny,17.0,morning
2024-01-08,10.99,small,34.26,high,snowy,5.0,afternoon
2023-11-13,6.45,small,31.9,low,sunny,77.0,afternoon
2024-07-27,34.53,large,40.36,low,rainy,1.0,morning
2024-07-10,26.62,large,30.35,high,sunny,43.0,afternoon
2023-11-12,84.53,large,20.17,medium,sunny,59.0,afternoon
2024-03-27,74.03,large,39.69,high,sunny,67.0,afternoon
2024-08-05,88.57,large,18.29,medium,sunny,7.0,morning
2023-11-04,59.34,small,13.01,low,sunny,17.0,morning
2024-05-12,44.11,medium,27.29,medium,sunny,41.0,morning
2023-12-02,27.79,medium,47.32,medium,snowy,23.0,morning
2024-01-13,58.73,small,27.69,medium,sunny,70.0,afternoon
2024-07-15,62.18,large,49.74,low,sunny,37.0,morning
2023-12-22,39.9,large,40.36,medium,sunny,68.0,afternoon
2024-06-18,93.72,medium,43.12,medium,rainy,26.0,afternoon
2024-01-05,64.36,large,35.99,medium,foggy,45.0,afternoon
2024-04-01,83.91,medium,18.13,low,sunny,58.0,afternoon
2024-05-06,62.42,small,24.46,medium,sunny,37.0,afternoon
2023-10-01,32.34,small,35.74,low,sunny,93.0,afternoon
2023-12-19,73.93,medium,15.23,medium,sunny,69.0,afternoon
2023-11-09,23.8,large,42.8,low,foggy,87.0,afternoon
2023-12-23,60.06,medium,24.67,high,foggy,75.0,afternoon
2024-01-16,40.83,medium,34.09,low,sunny,22.0,morning
2024-01-29,15.84,small,25.05,low,sunny,34.0,morning
2024-01-28,41.91,medium,48.3,low,rainy,34.0,morning
2023-11-09,31.72,small,22.17,low,foggy,54.0,morning
2023-10-22,12.11,small,21.37,high,sunny,35.0,morning
2023-11-22,82.56,small,31.8,low,rainy,86.0,afternoon
2023-10-22,50.36,medium,6.4,high,rainy,62.0,afternoon
2023-11-30,35.29,medium,35.77,low,snowy,85.0,evening
2024-08-29,50.99,large,2.87,medium,sunny,25.0,morning
2024-03-19,75.7,large,46.4,high,sunny,11.0,morning
2023-11-18,2.81,small,26.93,low,sunny,49.0,morning
2024-01-28,55.13,large,15.01,low,rainy,33.0,morning
2023-10-03,48.44,large,13.29,medium,rainy,59.0,afternoon
2024-03-03,89.41,small,36.69,high,rainy,21.0,morning
2024-06-05,56.04,small,4.72,medium,sunny,23.0,morning
2023-11-17,14.59,medium,46.39,low,sunny,81.0,afternoon
2024-02-28,39.48,small,25.56,low,sunny,39.0,morning
2024-04-27,62.49,large,34.33,high,rainy,51.0,afternoon
2024-09-12,5.55,large,4.21,low,sunny,96.0,afternoon
2023-11-21,88.58,large,12.6,low,foggy,4.0,morning
2024-01-05,7.71,medium,0.75,high,sunny,29.0,afternoon
2024-09-20,4.03,large,9.7,medium,sunny,12.0,morning
2023-10-22,1.2,medium,27.9,medium,rainy,56.0,morning
2024-06-08,68.69,large,25.19,low,sunny,41.0,morning
2024-08-30,46.14,medium,39.12,medium,sunny,99.0,evening
2024-03-08,11.18,large,32.28,low,rainy,6.0,morning
2023-10-12,85.76,medium,36.16,low,foggy,89.0,evening
2024-09-20,21.07,large,12.66,medium,sunny,41.0,morning
2024-05-22,33.31,small,25.79,low,sunny,18.0,morning
2024-03-27,18.59,small,45.9,high,rainy,7.0,morning
2023-11-02,92.75,medium,24.76,low,sunny,81.0,afternoon
2023-10-04,76.05,medium,11.35,high,sunny,47.0,afternoon
2023-10-16,72.67,large,29.65,medium,foggy,29.0,afternoon
2024-04-28,5.36,medium,7.88,medium,sunny,62.0,afternoon
2023-10-20,52.75,medium,33.68,high,sunny,89.0,evening
2024-08-01,57.97,medium,23.02,high,foggy,30.0,afternoon
2023-12-01,38.87,large,16.54,low,snowy,73.0,afternoon
2024-05-05,32.85,large,12.33,low,sunny,11.0,morning
2024-04-27,85.34,small,31.7,medium,rainy,81.0,afternoon
2023-12-29,3.28,small,20.48,high,sunny,27.0,afternoon
2024-01-14,62.91,large,42.01,low,sunny,90.0,afternoon
2024-08-10,40.03,small,3.39,low,rainy,50.0,morning
2023-12-24,66.93,small,19.09,low,sunny,73.0,afternoon
2024-02-18,20.59,medium,5.33,high,sunny,31.0,morning
2024-02-29,24.63,small,42.39,low,sunny,37.0,morning
2024-06-02,59.1,large,16.8,medium,sunny,30.0,morning
2024-03-08,98.01,large,29.46,medium,sunny,20.0,morning
2024-04-11,97.49,medium,30.8,low,foggy,25.0,morning
2024-06-13,25.65,small,41.11,low,sunny,29.0,morning
2024-02-20,11.13,small,48.69,medium,rainy,59.0,afternoon
2024-05-12,59.44,large,14.59,low,sunny,82.0,morning
2024-01-05,42.58,small,23.28,low,rainy,70.0,morning
2023-10-04,76.41,medium,27.42,low,sunny,48.0,morning
2024-08-08,53.27,medium,11.8,low,sunny,84.0,afternoon
2023-11-23,51.55,small,8.78,low,rainy,16.0,morning
2024-03-03,65.0,medium,0.93,low,rainy,55.0,morning
2024-06-12,13.52,small,3.1,low,sunny,10.0,morning
2024-07-24,68.04,medium,38.05,low,sunny,85.0,afternoon
2024-04-10,49.36,small,36.14,medium,sunny,61.0,afternoon
2024-01-09,82.19,large,1.81,high,rainy,74.0,evening
2024-06-29,14.73,medium,23.93,low,sunny,68.0,afternoon
2024-03-09,30.77,medium,7.35,low,sunny,47.0,morning
2024-03-13,95.07,medium,11.02,low,sunny,68.0,afternoon
2024-01-19,55.75,small,45.8,low,rainy,12.0,morning
2024-03-19,93.0,large,33.45,low,foggy,98.0,afternoon
2024-01-24,69.21,small,17.47,medium,sunny,11.0,morning
2023-12-17,92.72,small,47.47,medium,rainy,16.0,morning
2024-05-04,32.46,small,46.71,low,sunny,6.0,morning
2024-03-20,9.96,medium,20.56,high,rainy,86.0,evening
2023-11-13,80.42,small,13.73,low,sunny,79.0,afternoon
2024-01-29,80.64,medium,47.35,low,foggy,76.0,afternoon
2024-01-04,62.26,small,42.35,low,sunny,96.0,afternoon
2023-12-05,58.38,medium,20.9,low,sunny,27.0,morning
2024-06-08,91.58,large,18.42,low,sunny,88.0,afternoon
2024-09-11,18.47,medium,32.37,high,foggy,16.0,morning
2024-06-27,62.04,medium,41.97,high,foggy,58.0,evening
2023-11-01,5.93,large,6.04,low,sunny,48.0,morning
,14.95,small,29.67,medium,snowy,67.0,evening
2024-06-23,44.29,medium,17.05,low,sunny,14.0,morning
2024-07-25,82.3,medium,17.9,medium,sunny,9.0,morning
2024-04-27,73.58,medium,29.36,low,sunny,30.0,morning
2024-08-24,97.43,large,47.25,low,rainy,14.0,morning
2023-10-13,5.44,medium,30.88,low,sunny,61.0,afternoon
2024-01-26,38.75,medium,25.41,medium,sunny,19.0,morning
2024-05-02,16.72,large,33.44,low,rainy,91.0,afternoon
2024-08-21,4.66,small,11.26,low,snowy,56.0,afternoon
2023-12-28,27.18,large,30.08,medium,sunny,11.0,morning
2023-10-23,25.2,small,11.03,low,rainy,91.0,afternoon
2023-11-20,42.58,large,25.3,low,rainy,10.0,morning
2023-11-11,14.87,medium,30.94,low,snowy,91.0,afternoon
2024-02-11,49.37,large,21.26,medium,rainy,9.0,morning
2024-03-16,92.09,small,31.57,high,foggy,57.0,afternoon
2024-04-15,75.07,small,44.1,medium,sunny,6.0,morning
2024-07-24,84.38,small,2.74,low,sunny,22.0,morning
2024-04-08,80.67,medium,42.79,low,rainy,61.0,afternoon
2024-05-23,39.57,large,28.32,low,sunny,77.0,afternoon
2023-11-01,71.19,medium,35.84,high,sunny,57.0,afternoon
2024-04-11,75.67,medium,39.92,low,rainy,26.0,morning
2023-11-10,21.36,small,8.05,medium,sunny,38.0,morning
2023-10-16,86.17,small,3.12,low,sunny,92.0,afternoon
2023-11-27,46.32,large,26.95,low,rainy,56.0,morning
2024-07-03,2.62,small,21.71,low,sunny,61.0,afternoon
2024-04-16,64.7,small,28.48,medium,sunny,93.0,afternoon
2024-07-26,68.0,medium,40.37,medium,sunny,85.0,evening
2023-12-19,55.62,large,20.66,high,sunny,23.0,morning
2023-10-20,22.03,small,34.36,high,sunny,2.0,morning
2024-01-02,48.75,small,21.46,medium,sunny,24.0,morning
2024-04-10,40.61,medium,37.62,high,sunny,62.0,afternoon
2023-11-05,97.49,small,47.12,low,sunny,76.0,afternoon
2024-09-12,82.64,small,12.06,medium,sunny,50.0,afternoon
2024-08-07,76.43,large,3.78,medium,sunny,17.0,morning
2024-01-23,18.93,medium,24.25,low,sunny,35.0,morning
2023-12-09,33.77,medium,21.62,low,sunny,56.0,morning
2024-02-12,38.59,small,12.15,medium,sunny,36.0,morning
2023-10-27,49.77,medium,34.13,high,rainy,33.0,afternoon
2023-12-22,3.99,medium,3.58,low,sunny,50.0,morning
2024-03-01,59.71,large,31.01,medium,sunny,32.0,afternoon
2024-05-01,36.43,medium,4.51,high,sunny,79.0,evening
2024-08-12,56.61,large,44.75,medium,sunny,90.0,evening
2023-10-01,1.89,large,28.78,high,foggy,38.0,afternoon
2023-11-11,32.82,small,28.28,low,sunny,70.0,afternoon
2024-03-29,77.1,medium,38.88,low,rainy,7.0,morning
2023-09-23,50.61,small,37.4,medium,sunny,85.0,afternoon
2024-06-20,79.1,medium,1.27,low,foggy,59.0,afternoon
2024-09-19,70.2,medium,44.65,medium,sunny,82.0,afternoon
2024-05-22,85.64,medium,29.04,low,snowy,48.0,afternoon
2024-04-09,1.74,large,41.89,low,sunny,62.0,morning
2023-11-28,26.87,medium,36.61,medium,sunny,82.0,afternoon
2024-07-28,55.33,medium,2.06,low,foggy,20.0,morning
2024-09-09,94.16,large,6.49,low,sunny,63.0,morning
2024-01-07,68.3,small,9.44,medium,sunny,81.0,afternoon
2024-04-29,46.2,small,17.83,low,rainy,10.0,morning
2023-11-25,13.88,large,21.44,high,sunny,93.0,afternoon
2024-09-02,49.83,medium,36.79,high,snowy,75.0,evening
2024-05-27,44.67,small,18.85,high,rainy,66.0,afternoon
2024-09-08,78.07,large,41.58,low,snowy,74.0,afternoon
2024-09-08,41.92,large,24.49,medium,sunny,80.0,afternoon
2024-03-28,32.56,medium,17.7,high,sunny,81.0,evening
2024-05-13,9.88,small,40.66,low,rainy,12.0,morning
2023-11-04,5.6,large,7.75,low,sunny,52.0,morning
2023-09-22,44.47,medium,29.78,low,sunny,28.0,morning
2023-12-22,35.34,large,1.83,low,sunny,36.0,morning
2024-01-29,55.98,large,37.36,high,foggy,82.0,evening
2024-06-16,71.48,large,30.71,high,rainy,35.0,morning
2024-07-23,4.96,small,41.14,low,foggy,45.0,afternoon
2024-08-12,50.13,small,13.73,low,rainy,43.0,morning
2024-04-13,86.34,small,39.26,medium,sunny,97.0,afternoon
2024-07-04,46.06,small,15.26,medium,sunny,88.0,afternoon
2024-09-06,52.6,medium,18.18,high,sunny,88.0,evening
2023-12-23,49.19,large,47.13,medium,rainy,28.0,morning
2024-06-18,39.59,large,23.16,low,rainy,75.0,afternoon
2024-05-12,11.9,large,26.37,low,foggy,11.0,morning
2024-09-05,13.51,large,46.84,medium,sunny,94.0,afternoon
2024-05-06,18.73,small,47.44,high,rainy,52.0,afternoon
2023-10-11,79.46,small,17.47,low,rainy,46.0,morning
2024-04-08,28.26,large,23.28,high,rainy,60.0,afternoon
2023-11-29,94.86,small,26.78,medium,sunny,40.0,afternoon
2024-05-11,81.21,small,15.76,medium,sunny,17.0,morning
2024-01-16,68.77,small,34.16,low,rainy,30.0,morning
2024-07-28,72.32,small,13.3,low,sunny,97.0,afternoon
2024-06-27,5.72,large,8.31,low,sunny,76.0,afternoon
2024-03-25,57.27,medium,46.66,low,sunny,10.0,morning
2024-03-24,94.16,large,1.08,high,sunny,53.0,afternoon
2023-12-07,4.87,medium,31.01,low,sunny,73.0,morning
2024-07-30,29.81,large,34.85,low,snowy,43.0,afternoon
2024-05-28,6.1,medium,37.48,high,sunny,64.0,evening
2023-10-14,57.4,small,25.93,medium,rainy,80.0,afternoon
2024-04-24,12.5,small,12.81,medium,sunny,70.0,afternoon
2024-01-06,48.45,large,40.28,low,sunny,98.0,afternoon
2024-03-31,72.27,medium,4.67,medium,snowy,48.0,afternoon
2024-05-10,17.28,medium,47.82,low,snowy,87.0,evening
2024-07-28,75.78,large,16.03,low,foggy,65.0,afternoon
2023-10-07,6.96,small,4.08,medium,snowy,87.0,afternoon
2023-10-21,15.81,small,5.55,low,snowy,18.0,morning
2024-07-29,28.73,medium,49.53,low,rainy,46.0,morning
2023-11-24,79.81,medium,30.61,low,rainy,17.0,morning
2024-08-15,85.16,medium,30.71,high,rainy,23.0,afternoon
2024-07-07,22.82,small,41.28,medium,sunny,41.0,morning
2024-04-04,10.48,large,24.79,medium,rainy,81.0,afternoon
2024-01-06,84.95,medium,12.94,low,sunny,34.0,morning
2023-11-24,65.29,medium,7.92,low,rainy,66.0,afternoon
2024-08-15,16.63,large,6.89,low,snowy,76.0,afternoon
2024-08-05,56.21,small,39.81,low,sunny,18.0,morning
2023-11-08,87.36,medium,43.62,low,sunny,98.0,afternoon
2024-03-18,7.88,small,41.89,medium,sunny,83.0,afternoon
2024-06-01,9.29,medium,48.44,medium,sunny,68.0,afternoon
2024-03-25,28.09,large,43.73,medium,sunny,96.0,evening
2024-05-31,65.57,large,20.86,medium,rainy,22.0,morning
2024-04-05,18.62,medium,8.65,medium,sunny,46.0,afternoon
2024-05-14,81.82,large,39.39,medium,rainy,10.0,morning
2024-07-20,75.29,large,25.61,low,rainy,7.0,morning
2024-08-29,56.54,medium,17.91,low,rainy,27.0,morning
2024-02-07,12.49,medium,1.64,low,rainy,76.0,afternoon
2023-11-21,98.83,small,39.91,high,rainy,42.0,afternoon
2023-11-06,49.51,small,43.85,low,rainy,51.0,morning
2023-11-16,45.76,small,28.63,medium,rainy,36.0,morning
2024-08-09,99.56,small,47.74,high,sunny,78.0,evening
2024-05-02,86.52,large,2.66,low,sunny,45.0,afternoon
2023-10-21,46.18,small,4.33,low,sunny,62.0,morning
2024-02-26,42.46,medium,6.44,medium,sunny,87.0,afternoon
2024-01-28,10.5,medium,18.61,high,rainy,92.0,afternoon
2024-07-22,92.72,small,18.0,low,foggy,41.0,morning
2024-06-05,84.53,medium,31.11,low,rainy,66.0,afternoon
2023-12-13,31.69,small,42.61,low,sunny,35.0,morning
2024-01-11,75.58,medium,5.28,low,rainy,88.0,afternoon
2023-12-14,76.51,medium,26.16,high,sunny,2.0,morning
2024-05-29,23.56,large,3.93,low,snowy,65.0,afternoon
2024-07-29,61.75,large,6.57,low,sunny,54.0,afternoon
2024-07-01,26.25,small,38.4,low,sunny,77.0,afternoon
2023-12-26,79.2,large,27.83,high,rainy,63.0,evening
2024-05-09,16.23,large,14.96,high,sunny,82.0,evening
2023-11-03,67.22,large,16.07,low,snowy,17.0,morning
2024-08-28,33.28,small,25.75,medium,foggy,23.0,afternoon
2023-10-09,4.58,small,21.69,low,rainy,46.0,morning
2024-08-06,13.25,medium,4.74,low,rainy,4.0,morning
2024-08-23,65.84,large,18.41,low,rainy,86.0,afternoon
2024-01-25,24.75,medium,28.79,high,sunny,13.0,morning
2024-02-18,63.47,medium,42.64,high,foggy,42.0,afternoon
2023-11-10,42.07,medium,16.21,medium,sunny,87.0,afternoon
2024-05-21,69.58,small,11.9,low,rainy,27.0,morning
2024-09-08,49.8,small,15.93,high,foggy,55.0,afternoon
2024-01-11,31.55,large,21.29,low,sunny,33.0,morning
2023-12-22,15.44,medium,29.74,medium,sunny,71.0,afternoon
2024-01-04,34.77,medium,42.4,low,sunny,47.0,afternoon
2024-07-23,63.85,small,8.03,medium,sunny,58.0,afternoon
2024-04-27,74.31,large,36.24,low,rainy,74.0,morning
2024-02-08,16.87,medium,38.94,medium,sunny,64.0,afternoon
2023-09-22,66.76,large,33.5,low,foggy,65.0,afternoon
2024-04-04,18.75,large,45.11,low,sunny,79.0,afternoon
2024-01-01,22.96,medium,43.37,high,rainy,27.0,morning
2023-10-08,53.6,small,46.5,medium,sunny,35.0,morning
2024-09-02,29.63,small,31.14,low,snowy,53.0,afternoon
2024-02-21,66.5,small,0.97,low,rainy,66.0,morning
2024-06-11,95.62,large,43.06,medium,rainy,2.0,morning
2023-10-12,15.74,small,30.94,high,rainy,87.0,evening
2023-11-25,57.48,small,22.58,low,rainy,21.0,morning
2024-06-13,92.41,medium,35.43,low,sunny,24.0,morning
2024-02-14,18.48,large,29.27,low,sunny,17.0,morning
2024-02-14,37.32,large,15.08,medium,sunny,83.0,afternoon
2024-04-27,13.24,large,44.94,low,sunny,27.0,morning
2024-09-14,64.56,large,13.6,low,sunny,57.0,morning
2024-03-24,67.25,large,2.07,low,snowy,62.0,afternoon
2024-08-22,66.75,small,8.25,medium,rainy,63.0,afternoon
2024-04-29,54.67,medium,9.35,low,sunny,98.0,evening
2024-08-31,74.88,large,49.39,low,sunny,5.0,morning
2023-10-18,4.55,small,22.41,low,sunny,49.0,morning
2024-07-26,95.79,small,28.3,low,rainy,99.0,afternoon
2023-09-27,22.99,medium,47.67,medium,snowy,28.0,afternoon
2023-12-16,13.03,small,19.92,low,foggy,93.0,afternoon
2023-10-13,94.17,large,19.28,medium,rainy,27.0,afternoon
2024-06-15,83.21,small,3.52,high,sunny,51.0,afternoon
2024-06-06,76.72,large,28.46,medium,sunny,80.0,evening
2024-04-26,11.37,medium,28.59,low,foggy,98.0,afternoon
2024-01-03,80.95,medium,32.46,high,sunny,69.0,afternoon
2024-03-17,61.29,medium,7.33,low,sunny,89.0,afternoon
2023-12-20,73.46,small,29.22,medium,sunny,31.0,afternoon
2023-11-16,97.83,small,1.35,low,snowy,78.0,afternoon
2024-04-24,20.25,small,23.32,low,sunny,10.0,morning
2024-07-05,50.93,small,31.67,low,rainy,79.0,afternoon
2024-07-30,75.58,medium,18.43,low,rainy,94.0,afternoon
2024-02-19,43.93,medium,40.62,low,rainy,8.0,morning
2024-01-02,6.41,medium,8.1,medium,rainy,49.0,afternoon
2024-05-14,12.03,large,36.8,medium,rainy,89.0,afternoon
2023-12-11,60.61,large,11.28,high,sunny,60.0,afternoon
2024-07-24,29.22,large,49.84,medium,foggy,95.0,evening
2024-07-30,14.65,small,33.38,low,sunny,29.0,morning
2023-11-14,34.65,large,5.89,low,rainy,82.0,afternoon
2023-10-26,20.9,medium,11.81,medium,rainy,55.0,afternoon
2023-10-04,3.37,small,42.35,high,sunny,98.0,evening
2023-12-04,16.03,small,4.23,medium,sunny,26.0,morning
2024-06-13,88.42,,19.5,medium,rainy,75.0,afternoon
2024-09-13,2.19,small,4.51,low,foggy,33.0,morning
2023-12-09,77.61,small,28.62,low,sunny,63.0,morning
2023-12-19,75.59,large,4.39,medium,rainy,4.0,morning
2024-07-20,56.86,medium,36.8,high,sunny,13.0,morning
2023-10-04,21.64,medium,44.52,high,rainy,48.0,afternoon
2024-06-04,87.93,medium,16.55,low,sunny,72.0,afternoon
2023-11-23,48.03,large,13.29,low,sunny,58.0,afternoon
2024-07-31,18.15,small,36.62,high,rainy,87.0,evening
2023-09-30,43.47,large,1.73,medium,rainy,1.0,morning
2024-02-15,20.3,small,9.02,medium,sunny,83.0,afternoon
2024-05-14,38.22,medium,2.6,low,sunny,80.0,afternoon
2024-07-27,50.17,medium,42.32,low,rainy,87.0,afternoon
2024-01-15,36.63,large,36.4,low,sunny,96.0,afternoon
2024-04-15,66.05,medium,44.25,high,rainy,65.0,afternoon
2023-12-11,93.66,large,8.31,high,sunny,46.0,afternoon
2024-02-03,35.47,medium,15.72,low,foggy,58.0,morning
2024-02-11,36.22,medium,4.29,low,sunny,32.0,morning
2023-12-21,74.09,medium,44.26,high,sunny,20.0,morning
2024-03-03,53.53,large,12.26,high,foggy,70.0,afternoon
2024-06-08,43.46,medium,35.84,high,foggy,39.0,afternoon
2024-03-09,81.57,large,8.13,medium,sunny,65.0,afternoon
2024-02-03,89.21,large,0.56,low,rainy,46.0,morning
2023-10-31,59.47,small,42.69,high,sunny,81.0,afternoon
2024-02-04,19.33,medium,46.92,medium,foggy,79.0,afternoon
2024-05-30,47.16,small,44.79,low,rainy,86.0,afternoon
2024-03-15,50.93,small,8.42,high,sunny,58.0,afternoon
2024-01-07,43.79,large,42.51,low,rainy,66.0,morning
2024-04-09,26.98,medium,32.66,low,rainy,57.0,afternoon
2023-11-18,47.76,small,48.48,high,rainy,40.0,afternoon
2024-03-08,45.21,medium,9.8,medium,foggy,55.0,afternoon
2024-02-14,21.74,medium,11.66,low,sunny,37.0,morning
2024-06-23,90.44,large,45.31,medium,sunny,20.0,morning
2023-12-01,88.65,large,47.8,low,rainy,30.0,morning
2023-12-13,76.2,small,20.69,high,sunny,18.0,afternoon
2023-11-05,40.69,small,49.09,low,foggy,91.0,afternoon
2024-02-04,37.66,large,4.19,low,sunny,21.0,morning
2023-11-18,71.93,small,34.4,low,sunny,15.0,morning
2024-07-19,61.2,small,40.22,medium,sunny,26.0,morning
2023-11-23,60.46,medium,44.26,high,sunny,2.0,morning
2024-06-11,13.29,small,18.33,medium,snowy,20.0,afternoon
2024-08-25,62.21,small,33.86,low,snowy,46.0,afternoon
2024-09-09,90.28,small,45.54,medium,rainy,15.0,morning
2024-02-18,9.5,large,49.72,low,sunny,91.0,morning
2023-10-17,34.58,medium,45.84,medium,sunny,47.0,afternoon
2023-11-13,51.39,small,37.22,medium,foggy,40.0,afternoon
2024-07-15,68.91,large,31.93,medium,sunny,49.0,afternoon
2023-12-26,9.87,medium,37.32,low,rainy,32.0,morning
2024-09-04,87.41,large,17.16,high,sunny,84.0,evening
2024-05-03,5.01,large,36.39,medium,sunny,82.0,afternoon
2023-10-31,85.91,medium,3.94,medium,sunny,29.0,morning
2024-04-14,3.74,medium,49.31,medium,sunny,75.0,afternoon
2024-08-20,16.2,large,38.55,low,sunny,16.0,morning
2023-10-22,80.23,large,31.77,low,rainy,50.0,morning
2023-10-21,86.16,small,21.15,medium,sunny,51.0,morning
2024-01-18,98.24,large,4.3,low,sunny,72.0,afternoon
2024-02-07,12.46,medium,17.25,medium,sunny,76.0,afternoon
2023-09-27,53.12,medium,42.36,high,sunny,39.0,afternoon
2024-05-24,8.64,medium,19.76,low,sunny,73.0,afternoon
2024-04-04,16.48,medium,47.81,high,sunny,2.0,morning
2024-09-18,18.27,large,26.32,low,sunny,85.0,afternoon
2023-10-08,7.28,large,44.18,low,rainy,26.0,morning
2023-11-11,89.41,medium,42.52,low,rainy,68.0,afternoon
2024-07-28,13.51,medium,12.52,low,sunny,74.0,morning
2023-12-11,63.3,medium,15.6,low,rainy,49.0,afternoon
2023-09-21,62.95,small,10.45,low,rainy,29.0,morning
2023-10-19,20.67,large,8.35,medium,sunny,13.0,morning
2024-05-28,99.84,medium,11.49,medium,rainy,95.0,evening
2024-09-14,35.39,large,39.77,medium,sunny,95.0,afternoon
2023-11-03,90.6,small,4.86,medium,sunny,37.0,afternoon
2024-04-07,94.88,large,37.07,low,sunny,97.0,afternoon
2023-12-23,94.95,small,12.71,medium,sunny,40.0,morning
2024-08-08,75.53,large,25.29,high,rainy,3.0,morning
2024-09-15,26.13,small,2.48,low,sunny,42.0,morning
2024-09-20,12.94,large,35.5,low,sunny,5.0,morning
2024-03-28,57.42,small,7.97,low,sunny,54.0,afternoon
2023-10-02,36.64,medium,40.03,low,snowy,20.0,afternoon
2024-07-08,83.27,medium,5.49,low,sunny,87.0,afternoon
2023-11-19,74.75,large,9.97,low,rainy,40.0,morning
2023-10-31,28.37,small,46.16,low,sunny,56.0,morning
2024-08-03,2.68,medium,34.77,low,rainy,19.0,morning
2024-04-22,24.49,large,5.11,low,rainy,58.0,afternoon
2023-12-27,57.14,small,11.96,low,rainy,41.0,morning
2024-01-17,8.82,small,33.7,high,sunny,57.0,afternoon
2024-01-31,66.17,small,17.68,medium,sunny,28.0,morning
2023-12-26,67.5,small,39.65,high,rainy,17.0,morning
2023-10-28,17.77,large,48.46,high,sunny,6.0,morning
2024-06-28,60.04,small,34.34,high,sunny,18.0,morning
2023-12-16,61.09,small,29.96,medium,sunny,62.0,afternoon
2024-04-13,48.32,medium,14.54,low,foggy,40.0,morning
2024-01-19,95.37,small,43.94,high,foggy,94.0,evening
2024-07-04,11.71,small,5.63,low,rainy,69.0,afternoon
2024-02-08,41.26,small,14.79,low,foggy,25.0,morning
2024-03-31,88.41,small,22.06,low,sunny,70.0,morning
2024-04-10,39.25,large,5.91,low,sunny,29.0,morning
2023-11-19,43.04,large,10.09,low,rainy,33.0,morning
2024-08-16,67.16,large,26.86,high,sunny,94.0,evening
2023-12-13,66.89,medium,5653.98,low,sunny,2.0,morning
2024-05-01,3.27,small,19.1,high,rainy,26.0,afternoon
2023-11-11,46.11,large,45.7,medium,sunny,42.0,morning
2024-07-08,34.02,large,23.96,low,sunny,61.0,morning
2024-05-23,63.14,medium,30.31,high,sunny,35.0,afternoon
2023-10-03,56.01,medium,10.48,low,rainy,26.0,morning
2023-11-20,65.44,small,42.23,medium,snowy,80.0,evening
2024-09-06,65.72,small,30.48,high,rainy,23.0,afternoon
2024-05-23,26.23,small,48.14,low,rainy,74.0,afternoon
2024-01-29,25.4,large,13.31,low,sunny,19.0,morning
2023-10-07,37.66,medium,30.18,high,sunny,3.0,morning
2024-08-19,24.95,large,29.59,high,snowy,13.0,afternoon
2023-10-09,68.6,small,44.43,medium,sunny,26.0,morning
2024-01-29,60.68,large,37.19,low,sunny,48.0,morning
2024-01-06,22.42,medium,8.66,low,sunny,29.0,morning
2024-08-20,88.53,large,42.43,low,sunny,62.0,afternoon
2024-06-29,46.61,small,43.68,low,rainy,59.0,morning
2024-02-01,13.58,small,26.92,low,sunny,1.0,morning
2024-07-11,22.08,small,24.72,high,sunny,93.0,evening
2024-08-09,54.45,small,28.09,high,sunny,58.0,afternoon
2023-11-30,34.5,medium,3.0,medium,rainy,44.0,morning
2024-06-05,85.27,medium,32.26,low,sunny,85.0,afternoon
2024-02-02,49.98,small,5.01,medium,sunny,84.0,afternoon
2024-03-11,91.61,medium,33.77,low,sunny,90.0,afternoon
2024-07-31,11.08,small,47.02,medium,foggy,25.0,morning
2023-10-19,67.19,large,34.07,high,sunny,41.0,afternoon
2024-01-12,88.69,large,23.99,low,sunny,16.0,morning
2023-11-05,30.0,large,34.16,low,foggy,67.0,afternoon
2024-02-16,14.43,medium,33.44,medium,foggy,57.0,afternoon
2024-08-25,46.21,small,26.51,low,sunny,94.0,afternoon
2023-11-28,96.17,large,39.89,low,rainy,8.0,morning
2024-06-09,63.71,medium,46.43,high,sunny,54.0,afternoon
2024-08-03,64.75,medium,2.72,low,sunny,2.0,morning
2024-05-05,67.48,medium,45.85,high,foggy,53.0,afternoon
2024-02-10,4.94,medium,19.78,low,sunny,60.0,morning
2024-01-19,45.12,small,9.19,low,snowy,83.0,afternoon
